"id","serial_number","message_number","timestamp_seconds_original","timestamp_seconds","direction","lane","vehicle_class","vehicle_volume","vehicle_avg_speed","vehicle_85th_speed","vehicle_occupancy","headway","gap","creation_date","modification_date"
"eb5a90b1-c03d-454c-a25f-104a5bd54953","0x0004B1AF",1,NULL,1767398386,NULL,0,2,53,"6.900000095367432","5.940000057220459","17.200000762939453","0","0","2026-01-03 00:00:06.308887","2026-01-03 00:00:06.308887"
"ee87686a-7a90-4b9c-9de6-bc096de4be09","0x0004B1AF",2,NULL,1767398386,NULL,0,3,0,"0","0","0","0","0","2026-01-03 00:00:06.315047","2026-01-03 00:00:06.315047"
"6b411932-49cc-49fc-ac83-d7385f61f83d","0x0004B1AF",4,NULL,1767398386,NULL,1,2,111,"8.40999984741211","7.739999771118164","22.700000762939453","0","0","2026-01-03 00:00:06.319361","2026-01-03 00:00:06.319361"
"2d2368e6-61de-4027-83b4-57e71b2dcb38","0x0004B1AF",5,NULL,1767398386,NULL,1,3,0,"0","0","0.05000000074505806","0","0","2026-01-03 00:00:06.325486","2026-01-03 00:00:06.325486"
"11202494-bbf1-4f9b-93f6-08d07fea2874","0x0004B1AF",7,NULL,1767398386,NULL,2,2,17,"5.909999847412109","5.599999904632568","7.099999904632568","0","0","2026-01-03 00:00:06.33308","2026-01-03 00:00:06.33308"
"eae00f79-83ec-4ea0-b3df-5a49896f3c89","0x0004B1AF",8,NULL,1767398386,NULL,2,3,28,"9.399999618530273","7.019999980926514","8.850000381469727","0","0","2026-01-03 00:00:06.339557","2026-01-03 00:00:06.339557"
"13a0c2fb-b7bf-45f9-971b-e077ab0672bb","0x0004B1AF",9,NULL,1767398386,NULL,2,4,3,"6.989999771118164","4.099999904632568","2.299999952316284","0","0","2026-01-03 00:00:06.345745","2026-01-03 00:00:06.345745"
"e7cea992-ace6-4141-8cf7-40ca3bd5fdc0","0x0004B1AF",10,NULL,1767398386,NULL,2,6,2,"9.229999542236328","9.100000381469727","0.699999988079071","0","0","2026-01-03 00:00:06.350861","2026-01-03 00:00:06.350861"
"8273705e-c41b-4f03-9e5c-cb5df6f4061c","0x0004B1AF",11,NULL,1767398386,NULL,2,7,3,"8.270000457763672","9.399999618530273","0.8500000238418579","0","0","2026-01-03 00:00:06.355536","2026-01-03 00:00:06.355536"
"f3b5f74a-e18a-4285-8957-3f5623393296","0x0004B1AF",12,NULL,1767398386,NULL,2,8,4,"6.820000171661377","6.5","2.450000047683716","0","0","2026-01-03 00:00:06.360244","2026-01-03 00:00:06.360244"
"b834072d-69bd-440c-a0a2-80217f4283e2","0x0004B1AF",14,NULL,1767398386,NULL,3,4,7,"8.09000015258789","5","2.950000047683716","0","0","2026-01-03 00:00:06.369948","2026-01-03 00:00:06.369948"
"967b8382-f4d3-4b09-9fcc-3bab348e3475","0x0004B1AF",15,NULL,1767398386,NULL,3,6,2,"7.78000020980835","8.100000381469727","1.25","0","0","2026-01-03 00:00:06.374866","2026-01-03 00:00:06.374866"
"8820554d-4b1a-46d0-b6c6-af4c1d31a65e","0x0004B1AF",16,NULL,1767398386,NULL,3,7,1,"11.640000343322754","11.600000381469727","0.5","0","0","2026-01-03 00:00:06.380645","2026-01-03 00:00:06.380645"
